sentence_id,event,causes,bad,result,event_first_index,event_last_index,causes_first_index,causes_last_index,bad_first_index,bad_last_index,result_first_index,result_last_index,sentence_text,answer
4950563,story,provides,good,entertaining,10,10,11,11,13,13,15,15,"For anyone thinking of dating someone on Craigslist , the story provides some good , entertaining do 's and don'ts .",not suitable
4955729,It,provides,good,flow,0,0,1,1,3,3,5,5,"It provides pretty good air flow for being operated with batteries , and it seems to last quite a while too .",positive
4969967,it,provides,good,flow,3,3,4,4,5,5,7,7,Turned on low it provides good air flow for the night and keeps moisture in the tent down to a minimum .,not suitable
4974536,looseness,provides,nice,flow,20,20,21,21,22,22,24,24,"For lounging around , or a casual day ( including at the office ) , these feel great and the looseness provides nice air flow .",not suitable
4979999,Quartet,provides,wonderful,story,0,0,1,1,3,3,4,4,"Quartet provides a wonderful story about relationships , about aging , and about exceptional people interacting again .",not suitable
4987196,printer,produces,good,quality,1,1,2,2,3,3,4,4,The printer produces good quality photos from good original photos on photo paper .,positive
4994409,It,provides,great,resource,0,0,1,1,3,3,4,4,It provides a great resource to the most basic information regarding addiction and addictive substances .,not suitable
5008459,it,provides,great,action,25,25,26,26,28,28,33,33,"And this time , it 's Shankara stones for the looting , and while the story is n't as original as it 's predecessor , it provides some great comic book - style action .",not suitable
5023374,bluetooth,provides,tremendous,flexibility,2,2,3,3,4,4,5,5,"2 . bluetooth provides tremendous flexibility in how I can use the player 
",not suitable
5024373,charger,provides,great,performance,1,1,2,2,3,3,4,4,this charger provides great performance .,positive
5031486,combination,generates,great,ride,1,1,28,28,30,30,31,31,"The combination of interesting characters , great story line , science , mystic , religion , action , symbolism , riddle solving , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031486,characters,generates,great,ride,4,4,28,28,30,30,31,31,"The combination of interesting characters , great story line , science , mystic , religion , action , symbolism , riddle solving , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031486,line,generates,great,ride,8,8,28,28,30,30,31,31,"The combination of interesting characters , great story line , science , mystic , religion , action , symbolism , riddle solving , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031486,science,generates,great,ride,10,10,28,28,30,30,31,31,"The combination of interesting characters , great story line , science , mystic , religion , action , symbolism , riddle solving , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031486,mystic,generates,great,ride,12,12,28,28,30,30,31,31,"The combination of interesting characters , great story line , science , mystic , religion , action , symbolism , riddle solving , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031486,religion,generates,great,ride,14,14,28,28,30,30,31,31,"The combination of interesting characters , great story line , science , mystic , religion , action , symbolism , riddle solving , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031486,action,generates,great,ride,16,16,28,28,30,30,31,31,"The combination of interesting characters , great story line , science , mystic , religion , action , symbolism , riddle solving , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031486,symbolism,generates,great,ride,18,18,28,28,30,30,31,31,"The combination of interesting characters , great story line , science , mystic , religion , action , symbolism , riddle solving , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031486,solving,generates,great,ride,21,21,28,28,30,30,31,31,"The combination of interesting characters , great story line , science , mystic , religion , action , symbolism , riddle solving , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031486,history,generates,great,ride,23,23,28,28,30,30,31,31,"The combination of interesting characters , great story line , science , mystic , religion , action , symbolism , riddle solving , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031486,ending,generates,great,ride,27,27,28,28,30,30,31,31,"The combination of interesting characters , great story line , science , mystic , religion , action , symbolism , riddle solving , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031527,combination,generates,great,ride,1,1,21,21,23,23,24,24,"The combination of interesting characters , science , mystic , religion , action , symbolism , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031527,characters,generates,great,ride,4,4,21,21,23,23,24,24,"The combination of interesting characters , science , mystic , religion , action , symbolism , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031527,science,generates,great,ride,6,6,21,21,23,23,24,24,"The combination of interesting characters , science , mystic , religion , action , symbolism , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031527,religion,generates,great,ride,10,10,21,21,23,23,24,24,"The combination of interesting characters , science , mystic , religion , action , symbolism , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031527,action,generates,great,ride,12,12,21,21,23,23,24,24,"The combination of interesting characters , science , mystic , religion , action , symbolism , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031527,symbolism,generates,great,ride,14,14,21,21,23,23,24,24,"The combination of interesting characters , science , mystic , religion , action , symbolism , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031527,history,generates,great,ride,16,16,21,21,23,23,24,24,"The combination of interesting characters , science , mystic , religion , action , symbolism , history and a great ending generates another great ride , that nobody should miss .",not suitable
5031527,ending,generates,great,ride,20,20,21,21,23,23,24,24,"The combination of interesting characters , science , mystic , religion , action , symbolism , history and a great ending generates another great ride , that nobody should miss .",not suitable
5053484,it,produces,great,sound,30,30,31,31,32,32,33,33,"From "" Humpty Dance "" , Digital Underground ... to Alterbridge "" Slip to the void"" ... to Kenny Burrell ... to Maxwell , to Yo - Yo Ma .... it produces great sound .",not suitable
5061636,She,provides,good,references,0,0,2,2,3,3,4,4,She also provides good references at the end of every section .,positive
5091725,product,provides,nice,covering,1,1,6,6,8,8,10,10,The product went on easy and provides a nice clear covering .,positive
5103538,thimble,provides,good,protection,4,4,5,5,6,6,7,7,"

 4 . Plastic thimble provides good protection , but hard plastic makes it a bit hard to work with .",not suitable
5104665,printer,produces,great,copy,1,1,2,2,3,3,4,4,"This printer produces great copy and is so inexpensive that if it only lasts a year or so , I 'm happy .",not suitable
5109403,bonus,provides,great,laughs,5,5,14,14,16,16,17,17,"There are quite a few bonus features and commentary on every episode , which provides some great laughs .",positive
5109403,features,provides,great,laughs,6,6,14,14,16,16,17,17,"There are quite a few bonus features and commentary on every episode , which provides some great laughs .",positive
5124524,Equator,produces,nice,sounds,1,1,4,4,6,6,7,7,"The Equator software synthesizer produces some nice sounds even if you stick to the presets , but offers plenty of flexibility .",not suitable
5124524,software,produces,nice,sounds,2,2,4,4,6,6,7,7,"The Equator software synthesizer produces some nice sounds even if you stick to the presets , but offers plenty of flexibility .",not suitable
5124524,synthesizer,produces,nice,sounds,3,3,4,4,6,6,7,7,"The Equator software synthesizer produces some nice sounds even if you stick to the presets , but offers plenty of flexibility .",not suitable
5158755,which,provides,excellent,backdrop,8,8,9,9,11,11,12,12,And the world itself is fascinating and new which provides an excellent backdrop to the complex romance that develops between Cage and Bindi .,not suitable
5159536,it,produces,lovely,crust,28,28,29,29,31,31,34,34,You can make a glaze with it and apply it to the top of a loaf of bread as soon as it comes out of the oven and it produces a lovely shiny chewy crust that resists drying .,not suitable
5176475,floodlight,produces,good,amount,7,7,8,8,10,10,11,11,I was expecting something larger but this floodlight produces a good amount of illumination for a lower wattage .,not suitable
5176478,flood,provides,nice,colors,1,1,3,3,5,5,7,7,"The flood light provides some nice rich colors and can be set to flash , strobe , fade , smooth or shine a continuously .",not suitable
5176478,light,provides,nice,colors,2,2,3,3,5,5,7,7,"The flood light provides some nice rich colors and can be set to flash , strobe , fade , smooth or shine a continuously .",not suitable
5189512,it,produces,good,colors,12,12,13,13,14,14,15,15,I am using it with a Canon IX6520 wide carriage printer and it produces good colors and has an excellent finish,not suitable
5238409,Author,introduces,charming,reindeer,0,0,3,3,5,5,7,7,Author Maxine Sylvester introduces a charming young reindeer in Ronaldo : The Reindeer Flying Academy .,not suitable
5238409,Sylvester,introduces,charming,reindeer,2,2,3,3,5,5,7,7,Author Maxine Sylvester introduces a charming young reindeer in Ronaldo : The Reindeer Flying Academy .,not suitable
5255622,Gaines,begins,great,men,5,5,6,6,12,12,13,13,"After this initial introduction , Gaines begins the biographies of these two great men , recording their extreme dissimilarities and showing how these would culminate into Fredrick 's difficult test , and Bach 's equally difficult rejoinder .",not suitable
5268936,book,provides,excellent,introduction,17,17,18,18,20,20,21,21,"While more serious researchers will want to go beyond the book to Gaines 's sources , this book provides an excellent introduction for the lay reader .",not suitable
5291462,it,provides,excellent,quality,11,11,12,12,13,13,14,14,"Overall , it was a very successful purchase and I feel it provides excellent quality for the money .",positive
5293416,bridge,yields,incredible,sustain,21,21,22,22,23,23,24,24,"The Good : If you get a straight one , the maple neck with rosewood fingerboard is surprisingly good and the bridge yields incredible sustain .",not suitable
5345414,it,provides,superior,value,4,4,15,15,17,17,18,18,"And , yes , it 's half the price of the others out there and provides a superior value because of it .",positive
5365434,Nix,creates,wonderful,world,0,0,1,1,3,3,7,7,Nix creates a wonderful and fully realized world with interesting cultural details .,positive
5402769,micron,provides,great,results,17,17,23,23,24,24,25,25,"There are some good articles that explain the value of pixel size , and the almost 7 micron pixel size on this camera provides great results both for pictures and video .",not suitable
5402769,pixel,provides,great,results,18,18,23,23,24,24,25,25,"There are some good articles that explain the value of pixel size , and the almost 7 micron pixel size on this camera provides great results both for pictures and video .",not suitable
5402769,size,provides,great,results,19,19,23,23,24,24,25,25,"There are some good articles that explain the value of pixel size , and the almost 7 micron pixel size on this camera provides great results both for pictures and video .",not suitable
5408297,SanDisk,provides,excellent,support,3,3,4,4,5,5,6,6,The 16 GB SanDisk provides excellent support for my newest 20MB+ camera .,not suitable
5418644,It,provides,good,challenge,0,0,1,1,3,3,4,4,It provides a good challenge without being cheap .,positive
5419054,it,provides,great,acting,26,26,28,28,30,30,33,33,"I think that cartoon is actually the best out of everything the turtles had and I 've actually been rewatching it now as an adult and it still provides a great story , acting and just stands up very - very well .",not suitable
5424103,webcam,produces,fantastic,picture,1,1,2,2,4,4,5,5,This webcam produces a fantastic picture .,positive
5436915,It,produces,great,sound,0,0,4,4,6,6,7,7,It works great and produces a great sound with my Rode Reporter mic and my iPhone .,positive
5462974,it,provides,good,ambiance,39,39,40,40,41,41,42,42,"I kept it because it is nice and I am too lazy to return it ... so it sits in my bedroom ( and looks a bit silly ) but when I am in there reading a book , it provides good ambiance .",not suitable
5469938,movie,provides,excellent,representation,1,1,2,2,4,4,5,5,This movie provides an excellent representation of the universal family dynamic .,positive
5471058,character,provides,excellent,,7,7,8,8,10,10,11,11,As usual a very unusual female lead character provides an excellent   counterpoint to lead of Gabriel and his team .,positive
5482335,father,creates,great,Museum,13,13,14,14,32,32,33,33,"In the meanwhile , back in Paris , France , Marie - Loures father creates miniature facsimiles of all the streets in their neighborhood , including houses and bakeries , and the great Museum of Natural History , where he works as a locksmith and holds the keys to every part of the museum .",not suitable
5495293,it,provides,nice,breeze,4,4,5,5,7,7,8,8,"From the nightstand , it provides a nice breeze and the white noise that I like .",positive
5516250,author,provides,great,advice,1,1,2,2,3,3,4,4,This author provides great advice for making life and social interactions easier and more pleasant .,positive
5564343,it,provides,nice,movement,6,6,11,11,12,12,14,14,"Yes , at low setting , it is silent and still provides nice air movement .",not suitable
5567612,story,provides,enjoyable,chracters,7,7,9,9,11,11,12,12,"If you are looking for an interesting story that provides numerous enjoyable chracters then you should like this . 
  ",positive
5586344,Benchmades,provides,good,balance,4,4,6,6,8,8,9,9,"

 Blade Steel : Benchmades 154CM provides a good balance of edge retention and ease of sharpening .",not suitable
5594615,it,provides,nice,HEA,13,13,14,14,16,16,17,17,"it 's well written , has a nice pace to the story and it provides a nice HEA .",not suitable
5595288,Jellycat,creates,wonderful,animals,0,0,2,2,3,3,8,8,Jellycat brand creates wonderful high end quality stuffed animals that last through MANY ...,not suitable
5595288,brand,creates,wonderful,animals,1,1,2,2,3,3,8,8,Jellycat brand creates wonderful high end quality stuffed animals that last through MANY ...,not suitable
5595292,Jellycat,creates,wonderful,animals,0,0,2,2,3,3,8,8,Jellycat brand creates wonderful high end quality stuffed animals that last through MANY washes !,not suitable
5595292,brand,creates,wonderful,animals,1,1,2,2,3,3,8,8,Jellycat brand creates wonderful high end quality stuffed animals that last through MANY washes !,not suitable
5601962,poly,provides,great,sealing,1,1,9,9,10,10,11,11,The poly darkened them up just a little and provides great sealing against the elements .,not suitable
5624083,It,produces,excellent,printouts,0,0,5,5,6,6,7,7,It set up easily and produces excellent printouts and copies .,positive
5628308,Robert,provides,great,lyrics,7,7,8,8,9,9,10,10,"Jason 's vocals are outstanding , while Robert provides great lyrics and his classic sound to the album .",positive
5635152,Hollywood,creates,great,mysteries,14,14,17,17,11,11,12,12,"But to tell the truth , it was one of the great mysteries that Hollywood at times creates : a movie so stupid , that it was funny .",not suitable
5672768,attitude,provides,excellent,counterpoint,7,7,8,8,10,10,11,11,Ginny 's happy - go - lucky attitude provides an excellent counterpoint to Laurel .,not suitable
5691585,jet,produces,excellent,quality,2,2,5,5,6,6,7,7,This ink jet color printer produces excellent quality copies .,positive
5691585,color,produces,excellent,quality,3,3,5,5,6,6,7,7,This ink jet color printer produces excellent quality copies .,positive
5691585,printer,produces,excellent,quality,4,4,5,5,6,6,7,7,This ink jet color printer produces excellent quality copies .,positive
5710093,He,creates,incredible,monster,0,0,1,1,3,3,4,4,"He creates an incredible monster who achieves nothing , seems pointless and who eventually peters out in bizarr circumstances .",not suitable
5735430,Jung,provides,excellent,insight,1,1,3,3,5,5,6,6,"

 Jung also provides some excellent insight into the character and mind of Freud .  ",positive
5742563,it,produces,good,sound,2,2,3,3,5,5,6,6,"Otherwise , it produces a good sound .",not suitable
5755802,Mr.,develops,good,ideas,1,1,7,7,9,9,11,11,Sure Mr. Brown does his research and develops some good story ideas - but his characters are so one dimensional and plots have become rather formulaic .,not suitable
5755802,Brown,develops,good,ideas,2,2,7,7,9,9,11,11,Sure Mr. Brown does his research and develops some good story ideas - but his characters are so one dimensional and plots have become rather formulaic .,not suitable
5775850,It,provides,good,protection,0,0,7,7,8,8,9,9,"It 's elegant , stylish , and provides good protection for this beautiful new iPad , this is exactly what I wanted , something solid , sturdy , well made , and the keyboard works perfectly and is really nice to have , which was something I had n't anticipated .",not suitable
5793496,Blondell,provides,great,support,1,1,2,2,3,3,4,4,Joan Blondell provides great support .,not suitable
5798150,it,produces,exceptional,pictures,17,17,18,18,14,14,15,15,"I just love this camera for it 's lightness , ease of use and exceptional pictures that it produces .",not suitable
5803771,mix,produces,good,pancakes,1,1,2,2,3,3,4,4,This mix produces good pancakes .,positive
5810730,Jeffers,invokes,great,emotion,6,6,7,7,8,8,9,9,"Much like Mo Willems , Oliver Jeffers invokes great emotion with simple drawings .",positive
5815648,It,provides,great,effect,0,0,1,1,3,3,6,6,It provides a great rain shower effect .,not suitable
5828007,It,provides,good,way,0,0,1,1,6,6,7,7,It provides a very simple and good way to level your camera .,positive
5828774,mix,produces,excellent,quality,14,14,15,15,16,16,17,17,"Whether GF is a life choice or a medical necessity for you , this mix produces excellent quality pancakes .",positive
5833779,he,provides,great,ideas,11,11,12,12,14,14,15,15,"i am a big fan of Tim Ferriss , i think he provides some great ideas for people to think outside of the box so they can really enjoy life .",positive
5838443,espresso,produces,nice,creme,11,11,12,12,15,15,16,16,"When I do have time to boil water , this instant espresso produces a very nice creme on the top , which surprised me .",positive
5839308,this,provides,good,lighting,5,5,6,6,9,9,13,13,"I 'm a videographer and this provides a really good , crystal clear lighting in the center of the image .",positive
5862495,Bustelo,yields,nice,crema,7,7,10,10,12,12,13,13,I will keep trying to find Cafe Bustelo espresso which yields a nice crema .,not suitable
5862495,espresso,yields,nice,crema,8,8,10,10,12,12,13,13,I will keep trying to find Cafe Bustelo espresso which yields a nice crema .,not suitable
5875498,P-2,provides,incredible,sense,11,11,12,12,14,14,15,15,"While it reeks of seen it before several times mentality , P-2 provides an incredible sense of dread and suspense that is rare in a movie of its ' caliber .",not suitable
5922425,it,provides,great,information,19,19,20,20,22,22,24,24,"I highly recommend watching "" 5,000 Years in the Making "" either before or after watching the movie because it provides some great background information .",not suitable
5936623,It,provides,excellent,power,0,0,1,1,2,2,3,3,It provides excellent power for the money and functions exactly as advertised .,positive
5936641,case,provides,great,coverage,1,1,2,2,3,3,4,4,This case provides great coverage and shock protection for a great price .,positive
5953121,CD,starts,Good,Morning,1,1,2,2,7,7,8,8,"The CD starts with the jubilant "" Good Morning Baltimore "" and the finale is the driving.pulsing "" You Ca n't Stop The Beat "" and sandwiched in - between is a raft of tasty morsels like Blonskys(Tracey ) "" I Can Hear The Bells ' "" Welcome to The Sixties "" "" Without Love "" and the afore - mentioned "" Good Morning Baltimore "" and "" You Can'tstop The Beat "" 

",not suitable
5979163,ensemble,creates,wonderful,sound,7,7,8,8,10,10,11,11,The music is beautiful and the whole ensemble creates a wonderful sound .,positive
6004408,Baxter,provides,lovely,counterpoints,1,1,18,18,19,19,21,21,"

 Baxter not only provides all the aural excitement to accompany the film 's many thrilling sequences but provides lovely alternative counterpoints for the films broodingly romantic and triste subtext .",not suitable
6008203,you,produces,amazing,sound,0,0,30,30,35,35,32,32,"you can tilt the harp either up or down to get single notes and then play straight through both holes in blow / draw then the tremolo kicks in and produces this sound that is amazing ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! 

",not suitable
6008203,tremolo,produces,amazing,sound,26,26,30,30,35,35,32,32,"you can tilt the harp either up or down to get single notes and then play straight through both holes in blow / draw then the tremolo kicks in and produces this sound that is amazing ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! 

",not suitable
6055530,It,provides,nice,warmth,0,0,1,1,3,3,4,4,It provides a nice warmth to the 600 square foot room where I am using it .,not suitable
6064391,it,provides,great,options,11,11,12,12,13,13,14,14,"The pedal is the main star of the show , as it provides great options for those who are on a budget .",not suitable
6092942,is,provides,excellent,resources,8,8,9,9,13,13,14,14,"The strongest point of this book is that is provides a lot of excellent resources ; from web designing to outsourcing to personal assistants ( whether from India or New York City ) , a lot of great references on how to do things ... but "" 4 - hour workweek "" is a bit far - fetched , 

",not suitable
6094937,codec,produces,nice,dialogue,11,11,13,13,16,16,19,19,"The audio , thankfully , is a lossless Dolby HD 5.1 codec which produces a very nice and transparent dialogue .",not suitable
6124339,Oerter,provides,excellent,summary,11,11,12,12,16,16,17,17,"In leading up to the development of the Standard Model , Oerter provides not only an excellent summary of Feynman 's approach to Quantum Electro Dynamics but also contrasts it to Schwinger 's field approach .",not suitable
6133340,leather,develops,nice,character,1,1,11,11,13,13,14,14,The leather on these seems to be of excellent quality and develops a nice character with use and age .,positive
6151426,cover,provides,good,protection,1,1,2,2,3,3,4,4,The cover provides good protection for the ipad and the addition of the keyboard is a great addition .,positive
6201578,it,provides,great,discussions,10,10,11,11,12,12,13,13,I have read it with several of my classes and it provides great discussions .,positive
6268421,book,provides,good,introduction,1,1,2,2,4,4,5,5,"This book provides a good introduction on the DASH diet : what it is , what it can do for your body , and the types of food that you should eat more of if you have hypertension .",not suitable
6333194,mix,produces,good,pancakes,1,1,2,2,3,3,4,4,This mix produces good pancakes .,positive
6352347,game,provides,nice,challenge,4,4,5,5,7,7,8,8,"Despite that , the game provides a nice challenge because the way the story unfolds forces you to do a LOT of things .",not suitable
6355148,song,creates,nice,atmosphere,1,1,2,2,4,4,5,5,"The song creates a nice atmosphere , but nothing we have heard in the past .",not suitable
6364933,Ms,provides,great,storyline,3,3,5,5,14,14,15,15,"As usual , Ms Hartnady provides the perfect combination of paranormal erotica and a great storyline !",not suitable
6364933,Hartnady,provides,great,storyline,4,4,5,5,14,14,15,15,"As usual , Ms Hartnady provides the perfect combination of paranormal erotica and a great storyline !",not suitable
6366443,ConApalooza,provides,amusing,swipes,1,1,2,2,5,5,6,6,The ConApalooza provides plenty of amusing swipes at such venues and plenty of chances to revisit old Hannah - Barbera cartoon characters like Frankenstein Jr. and The Herculoids .,not suitable
6372860,eye,provides,charming,portrait,17,17,25,25,27,27,28,28,"The author was a young girl whose simple adventures are described , and she does have an eye for the details of country life that provides a charming portrait of that life .",not suitable
6377485,guy,promotes,great,reviews,2,2,4,4,7,7,9,9,And the guy also promotes and gives great funny reviews on console games / gaming in general on his show which I am a fan of as well .,not suitable
6399524,stuff,provides,nice,additions,1,1,3,3,4,4,5,5,"This stuff pack provides nice additions to the Sims world including new furniture , toys , buildings , clothing and hairstyles .",not suitable
6399524,pack,provides,nice,additions,2,2,3,3,4,4,5,5,"This stuff pack provides nice additions to the Sims world including new furniture , toys , buildings , clothing and hairstyles .",not suitable
6406894,It,provides,great,protection,0,0,6,6,7,7,8,8,It 's actually very beautiful and provides great protection .,positive
6431286,unit,provides,nice,features,1,1,7,7,9,9,10,10,This unit has solid build quality and provides some nice features .,positive
6458669,it,produces,amazing,images,11,11,12,12,14,14,15,15,"Overall this is a very fun lens to use , and it produces really amazing images without a ton of effort .",positive
6465789,It,creates,great,imagination,0,0,1,1,3,3,4,4,It creates a great imagination and builds brain power !,positive
6472359,She,contributes,good,songs,0,0,1,1,2,2,3,3,"She contributes good songs here , particularly "" Every Angel in Heaven "" and "" The Drifter , "" but it 's Gene 's poetic and beautifully haunting songs that really hold all the appeal here .",not suitable
6492273,handle,provides,excellent,grip,1,1,2,2,3,3,4,4,The handle provides excellent grip and the sheath retains the knife well .,positive
6493224,fit,provides,great,protection,1,1,2,2,3,3,4,4,Slim fit provides great protection .,positive
6511184,rhythm,provides,great,backing,12,12,14,14,15,15,16,16,Wood and Richards begin with some nice guitar playing and the solid rhythm section provides great backing .,not suitable
6511184,section,provides,great,backing,13,13,14,14,15,15,16,16,Wood and Richards begin with some nice guitar playing and the solid rhythm section provides great backing .,not suitable
6532470,Asus,provides,nice,pouch,4,4,5,5,7,7,11,11,One more thing : Asus provides a nice custom fit carrying pouch while Acer lets you buy your own from a third party ( they only make a large size case ) .,not suitable
6547992,gold,provides,nice,backdrop,18,18,26,26,28,28,29,29,"While I 'm not especially enamored of this one feature , it matters little overall- it 's the gold top that draws your eyes , and provides a nice backdrop for the black coverless humbuckers .",not suitable
6547992,top,provides,nice,backdrop,19,19,26,26,28,28,29,29,"While I 'm not especially enamored of this one feature , it matters little overall- it 's the gold top that draws your eyes , and provides a nice backdrop for the black coverless humbuckers .",not suitable
6550292,Cabot,creates,charming,tale,5,5,6,6,8,8,11,11,"With style and humor , Cabot creates a charming modern fairy tale that never goes too far out to not be reasonable .",positive
6553973,rubber,provides,good,friction,20,20,23,23,24,24,25,25,"The part that attaches to the bottom of your camera feels very sturdy , there 's a bit of a rubber pad that provides good friction against the camera once the screw is fully engaged .",not suitable
6553973,pad,provides,good,friction,21,21,23,23,24,24,25,25,"The part that attaches to the bottom of your camera feels very sturdy , there 's a bit of a rubber pad that provides good friction against the camera once the screw is fully engaged .",not suitable
6570284,this,provides,good,lighting,6,6,7,7,8,8,12,12,"Used in an apartment setting , this provides good ambient living room lighting and has been placed in a corner near a couch and chair .",not suitable
6601455,it,provides,good,sampling,12,12,13,13,15,15,16,16,"Although this is not the definitive Billie Jo Spears hits collection , it provides a good sampling of her music .",not suitable
6601958,grind,produces,great,deal,1,1,6,6,8,8,9,9,"The grind is very inconsistent and produces a great deal coffee""dust "" that clings and clumps to the plastic container .",not suitable
6625105,PerfectDay,provides,great,warranty,0,0,2,2,4,4,5,5,PerfectDay also provides a great warranty .,not suitable
6633299,It,provides,great,level,0,0,8,8,10,10,11,11,"It does n't add much thickness , but provides a great level of protection .",not suitable
6647354,finish,provides,nice,grip,2,2,4,4,6,6,7,7,That leathery finish also provides a nice grip .,positive
6668466,He,provides,amazing,protection,0,0,24,24,25,25,26,26,"He got the new gold S6 , but was n't thrilled about the shade of gold , and this case fixed that , and provides amazing protection for his phone .",not suitable
6668466,case,provides,amazing,protection,19,19,24,24,25,25,26,26,"He got the new gold S6 , but was n't thrilled about the shade of gold , and this case fixed that , and provides amazing protection for his phone .",not suitable
6684066,bra,provides,good,support,8,8,9,9,10,10,11,11,I 'm kind of medium sized and this bra provides good support during running .,not suitable
6687509,manufacture,provides,good,bulb,7,7,8,8,10,10,12,12,It is good to see a reputable manufacture provides us good LED bulb with reasonable price .,not suitable
6688453,underwire,provides,excellent,lift,1,1,7,7,8,8,9,9,"The underwire holds everything in place and provides excellent lift , yet I have never felt a pinch or a stab from this particular underwire .",not suitable
6693831,It,provides,good,support,0,0,1,1,2,2,3,3,"It provides good support , however , for being soft .",positive
6702352,scale,provides,great,traction,2,2,17,17,18,18,19,19,The handle scale material ( G10 ? ... Really ? ) feels a little plasticky ( but provides great traction ) .,not suitable
6702352,material,provides,great,traction,3,3,17,17,18,18,19,19,The handle scale material ( G10 ? ... Really ? ) feels a little plasticky ( but provides great traction ) .,not suitable
6702352,G10,provides,great,traction,5,5,17,17,18,18,19,19,The handle scale material ( G10 ? ... Really ? ) feels a little plasticky ( but provides great traction ) .,not suitable
6711886,Blackwell,provides,wonderful,comedy,2,2,8,8,9,9,10,10,Good ol' Blackwell is at her best and provides wonderful comedy even when it seems like she 's not trying to .,not suitable
6719430,angle,provides,nice,view,13,13,14,14,16,16,17,17,"It works great for setting on a table while eating , as the angle provides a nice view from this perspective .",positive
6719440,angle,provides,good,view,1,1,10,10,12,12,13,13,The angle of the stand on the case itself only provides a good view when slightly above the phone .,positive
6719440,stand,provides,good,view,4,4,10,10,12,12,13,13,The angle of the stand on the case itself only provides a good view when slightly above the phone .,positive
6762592,training,provides,nice,control,1,1,3,3,4,4,5,5,The training collar provides nice control .,positive
6762592,collar,provides,nice,control,2,2,3,3,4,4,5,5,The training collar provides nice control .,positive
6776743,give,provides,excellent,comfort,4,4,7,7,8,8,9,9,They have a little give to which provides excellent comfort .,not suitable
6802231,lighting,provides,good,lighting,22,22,25,25,26,26,27,27,The two outside Led 's provide lighting for distance illumination and the center LED has a fresnel lens and provides a wide lighting beam that provides good lighting directly in front and on the sides of my bicycle .,not suitable
6802231,beam,provides,good,lighting,23,23,25,25,26,26,27,27,The two outside Led 's provide lighting for distance illumination and the center LED has a fresnel lens and provides a wide lighting beam that provides good lighting directly in front and on the sides of my bicycle .,not suitable
6819477,Garza,provides,good,counterpoint,9,9,10,10,12,12,13,13,"There are n't many thick supporting characters , though Garza provides a good counterpoint in this novel .",not suitable
6849714,that,provides,great,protection,8,8,9,9,10,10,11,11,"If you want a slim iPhone case , that provides great protection and looks great too",not suitable
6850975,it,provides,great,bit,6,6,7,7,12,12,2,2,"The little bit of extra warmth it provides without being bulky is great , and it 's nice to be able to pull a sweater or t - shirt over it without the sleeves pushing up to my elbows .",not suitable
6864217,1960s,provides,good,fun.<a,8,8,11,11,12,12,13,13,"So overall , 
 this is a typical 1960s musical that provides good fun.<a",not suitable
6864217,musical,provides,good,fun.<a,9,9,11,11,12,12,13,13,"So overall , 
 this is a typical 1960s musical that provides good fun.<a",not suitable
6891725,it,provides,good,lighting,10,10,11,11,12,12,14,14,I have used in my house during power outage and it provides good room lighting .,positive
6897953,rubber,creates,good,vacuum,9,9,15,15,17,17,18,18,"The base features a smooth , lower - aligned rubber pad and lever combination which creates a good vacuum that secures the unit to my desk top surface .",not suitable
6897953,pad,creates,good,vacuum,10,10,15,15,17,17,18,18,"The base features a smooth , lower - aligned rubber pad and lever combination which creates a good vacuum that secures the unit to my desk top surface .",not suitable
6903571,it,produces,good,light,42,42,43,43,44,44,45,45,"So out of the box , they do n't appear smooth and glassy as the old versions used to be , but most of us wo n't touch it after installation , so it does n't really matter , as long as it produces good light and last long .",not suitable
6917540,it,provides,great,support,22,22,23,23,24,24,25,25,"It makes my ritual breakfast habit , of drinking my coffee in bed leaning against the pillows so much more enjoyable because it provides great support to my neck and head ( and probably my upper back ) .",not suitable
6930731,mixture,produces,enjoyable,book,1,1,2,2,10,10,4,4,This mixture produces a book that is both fascinating and enjoyable to read .,positive
6940821,bag,provides,great,protection,1,1,6,6,7,7,8,8,The bag is soft inside and provides great protection .,positive
