sentence_id,something,develops,something_first_index,something_last_index,develops_first_index,develops_last_index,sentence_text,answer
68522,I,love,22,22,24,24,"Although they are too big ( I have narrow feet and probably should have gone with a half size smaller ) , I still love these shoes .",positive
68568,I,love,0,0,1,1,I love these shoes,positive
68571,I,love,0,0,1,1,I love these shoes .,positive
68637,dogs,love,0,0,1,1,dogs love these great service,positive
68694,you,will love,9,9,10,11,If you are an Inu Yasha or Anime fan you will love it .,positive
68801,you,enjoy,14,14,19,19,"If you can overlook them , and you have the taste for snowboarding games you should be able to enjoy this game .",positive
68943,I,love,0,0,1,1,I love having the bible right on my phone - whenever I need to look up a verse real quick it 's right there .,positive
69208,you,love,11,11,12,12,"The plot twists and characters were lovely , even the ones you love to hate .",positive
69326,I,love,4,4,5,5,Came too big but I love it so I 'm buying a new one,positive
69409,I,love,0,0,1,1,I love when a trilogy changes up the main character in there movie to finish a trilogy .,positive
69414,I,love,0,0,1,1,I love this movie because this warlock moves and operates in a different manner .,positive
69416,He,love,0,0,1,1,He love to twist the mind of the people he seduces .,not suitable
69883,I,love,0,0,1,1,I love Reese 's they are smooth and peanut butter .,positive
70068,I,love,0,0,1,1,"I love that you can customize the name of each sensor , and mount them however you want or stand them up on the included little stand .",positive
70144,i,love,0,0,1,1,i love them and so do my children !,positive
70231,you,enjoy,1,1,2,2,"If you enjoy erotica , are not averse to reading about dominance and submission , and like a sci - fi twist , this may just be the book for you .",not suitable
70241,those,enjoy,8,8,10,10,"Her books are not for everyone , but those who enjoy erotica that does n't just explore the physical aspects , but also the psychological , will appreciate her work .",not suitable
70241,those,will appreciate,8,8,26,27,"Her books are not for everyone , but those who enjoy erotica that does n't just explore the physical aspects , but also the psychological , will appreciate her work .",not suitable
70398,I,love,0,0,1,1,I love them !,positive
70559,she,can now enjoy,11,11,12,14,"How painful that must have been for her , however , she can now enjoy the freedom writing this has given her .",not suitable
70596,What,love,9,9,13,13,"Mario Kart is a tried and true classic , What 's not to love about playing it on the go ?",not suitable
70624,My dogs,LOVE,0,1,2,2,My dogs LOVE these .,positive
70628,My dogs,LOVE,0,1,2,2,My dogs LOVE these .,positive
70694,I,love,9,9,10,10,I could make you a whole list on why I love this book so much .,positive
71086,they,love,8,8,9,9,and I have heard nothing by how much they love this bird feeder,not suitable
71089,they,love,14,14,15,15,I ordered this as a gift and I have heard nothing by how much they love this bird feeder !  ,not suitable
71225,you,love,1,1,2,2,"If you love doom , get this and play it using zdoom or skulltag .",not suitable
71239,he,will appreciate,5,5,6,7,Maybe in a yr time he will appreciate it .,not suitable
71563,two German Shepherds,love,1,3,5,5,Have two German Shepherds who love them to bits .,positive
71679,she,will love,5,5,6,7,I have no doubt that she will love this when she is able to tote it around with her everywhere .,positive
71798,I,appreciate,26,26,27,27,You can really fit a lot of knives in here depending on their size since the rods are n't super tightly packed against each other which I appreciate .,not suitable
71863,I,love,0,0,1,1,I love this game,positive
72051,those,love,22,22,24,24,"Far from it , for the other 25 tracks were sweet to the ear and will bring any trance fan ( especially those who love vocal , melodic , and high energy trance ) to a state of audio nirvana .",not suitable
72070,dogs,love,0,0,1,1,dogs love it,positive
72073,my dogs,love,0,1,2,2,my dogs love this treat,positive
72157,I,enjoy,24,24,25,25,"The 1 - 2 - 3 Count with Me side is better and it has more engaging songs and it 's funnier , even I enjoy it and my toddler and I have seen it many , many times .",not suitable
72438,you,'ll likely enjoy,7,7,8,10,If you 've read the short story you 'll likely enjoy this .,positive
72522,I,LOVE,0,0,2,2,I JUST LOVE CHUCKS,positive
72525,I,love,0,0,1,1,I love Converse,positive
72738,I,love,0,0,2,2,I really love that they included classic levels from past Mario Kart games .,positive
72955,I,love,0,0,1,1,I love when a story has a small world but the details in the world are vast .,positive
72973,I,love,0,0,2,2,"I also love Kols name 

",positive
73154,Dogs,love,0,0,1,1,Dogs love 'em,positive
73290,I,love,0,0,1,1,I love this type of story !,positive
73305,they,revere,3,3,4,4,They end as they revere her pregnancy .,not suitable
73429,I,appreciate,1,1,2,2,"While I appreciate being able to buy this , the cost is not representative of what I think should be paid for this .",negative
73492,we,love,18,18,19,19,"A film about life and love and relationships and how we get to keep and/or lose the ones we love . 

 Julie Delpy , wrote , starred and directed this film .",not suitable
73542,My dogs,love,0,1,2,2,My dogs love these .,positive
73577,you,learn,3,3,4,4,It 's something you learn to do .,not suitable
73665,You,will learn,0,0,1,2,"You will learn more about human nature and empathy , and change by reading a hundred or so of the reviews of this tiny ( tiny ideas too ) book .",not suitable
73727,my dogs,adore,3,4,5,5,Great product .... my dogs adore these ... they actually work !,positive
73760,most of us will enjoy,will enjoy,3,7,6,7,I 'm sure most of us will enjoy the CD all through the summer ..,positive
74131,me,smile,2,2,3,3,It made me smile and Laugh out loud .,positive
74131,me,Laugh,2,2,5,5,It made me smile and Laugh out loud .,positive
74142,everyone,can enjoy,6,6,7,8,just what my old wanted and everyone can enjoy it,not suitable
74185,my dogs,love,6,7,9,9,Received it quickly and both of my dogs really love these treats .,positive
74195,my dogs,love,0,1,2,2,my dogs love them,positive
74249,they,love,19,19,20,20,Jack 's must have after dinner treat --- Angeles ' must have before dinner treat --- # dogsrule and they love !,not suitable
74252,My dogs,love,0,1,2,2,My dogs love them .,positive
74635,you,might actually enjoy,18,18,19,21,"If you are amused by the self absorbed whining of neurotic , pseudo intellectual New Yorkers , then you might actually enjoy this movie .",not suitable
74692,You,'ll love,0,0,1,2,You 'll love it even more than season 1 .,positive
74767,Derek,win,1,1,17,17,"

 Derek must then gird his loins and man up to his mistakes , in order to win his lady love 's forgiveness and acquiescence to his marriage proposal .",not suitable
74767,his loins,win,5,6,17,17,"

 Derek must then gird his loins and man up to his mistakes , in order to win his lady love 's forgiveness and acquiescence to his marriage proposal .",not suitable
75014,I,love,0,0,1,1,"I love these slacks , the little bit of spandex makes them sooo comfortable and the colors are wonderful ! !  ",positive
75110,I,love,0,0,1,1,I love the shorts .. perfect fit .,positive
75122,I,love,0,0,1,1,I love this !,positive
75123,I,love,6,6,7,7,Perfect for my shorter dresses since I love lolita style !,positive
75144,I,love,0,0,1,1,I love my Ecobee,positive
75148,I,love,0,0,1,1,I love my Ecobee !,positive
75215,I,love,17,17,19,19,"One of the songs I recognized on Track 5 had tunes taken from an old NES game I still love and enjoy , the 1986 Jaws , with its depth charge blips and the eerie underwater tune , but Armin mixes it to prestige to make a very awesome piece .",not suitable
75215,I,enjoy,17,17,21,21,"One of the songs I recognized on Track 5 had tunes taken from an old NES game I still love and enjoy , the 1986 Jaws , with its depth charge blips and the eerie underwater tune , but Armin mixes it to prestige to make a very awesome piece .",not suitable
75320,I,love,0,0,9,9,I am a huge fan of Sebastian Faulls and love his story telking,positive
75546,I,love,0,0,1,1,I love this book ! !,positive
75562,I,LOVE,6,6,7,7,"And best of all -- 
 I LOVE CHEESE ! 
",not suitable
75682,I,love,1,1,2,2,"

 I love movies that make you think , if you pay attention you see events in earths history that are similar avatar / Africa enders game /",positive
75862,I,love,0,0,1,1,I love these treats for my pups .,positive
76106,I,love,0,0,1,1,I love it .......,positive
76431,my collection of his films,grow,1,5,6,6,As my collection of his films grow I realize just how great of an actor he was .,positive
76432,you,will enjoy,11,11,12,13,If you enjoyed him in any of his gangster type films you will enjoy this as well .,positive
76494,I,admire,14,14,15,15,Charlotte did whatever she could to please others instead of worrying about herself and I admire that she finally decided to go after what she wanted in order to find her own happiness .,not suitable
76768,I,love,0,0,1,1,I love how much ruffle is in the skirt .,positive
76835,The pup,love,0,1,3,3,The pup 's love their Denta - stix before bed time and have for years .,not suitable
76835,'s,love,2,2,3,3,The pup 's love their Denta - stix before bed time and have for years .,not suitable
76836,They,love,0,0,1,1,They love both the regular flavor and the beef flavor .,positive
76981,you,might enjoy,4,4,5,6,My guess is that you might enjoy this film more if you are NOT a huge fan of the book .,positive
77047,you,laugh,6,6,7,7,A low key drama that makes you laugh and cry and gives you a candid look at old age .,positive
77074,neither,will support,10,10,11,12,"I have an older internet explorer or firefox , but neither will support this web cam .",negative
77113,I,love,0,0,1,1,I love these dissolving breath strips !,positive
77253,Tug,love,0,0,3,3,Tug and Campbell love them .,not suitable
77253,Campbell,love,2,2,3,3,Tug and Campbell love them .,not suitable
77300,I,love,0,0,1,1,I love it ! ! !,positive
77317,I,love,0,0,1,1,I love it .,positive
77321,I,love,0,0,1,1,I love it .,positive
77345,any longtime fan,would enjoy,8,10,11,12,"Amazing game , 3d is pretty good , any longtime fan would enjoy .",positive
77393,I,love,0,0,1,1,"I love the interaction between the sisters , I found myself smiling and laughing at them .",positive
77606,I,love,0,0,1,1,I love this little buns .,positive
77609,I,love,0,0,1,1,I love his porportions and he sits very nicely all by himself without causing any trouble .,positive
77834,I,love,0,0,8,8,I have worn Crocs flops for years and love the Capri style with the fabric strap .,positive
77840,I,love,0,0,1,1,I love the feeling of a new pair because they provide a little   massage to the bottom of your foot .,positive
77901,We,love,0,0,1,1,"We love this new take on the knife "" block "" .",not suitable
77927,We,love,0,0,1,1,We love the songs & dances but it is a bit different than 4 .,not suitable
77985,I,love,9,9,10,10,"While it 's a bit difficult to navigate , I love having my favorite translation on my Kindle .",positive
77996,I,appreciate,23,23,24,24,"The Kindle Fire needs to be charged quite often , at least for someone who reads as much as I do , so I appreciate having a device that makes charging fast and easy .",not suitable
78028,My dogs,love,0,1,2,2,"My dogs love the Dentastix , and it 's a good way to address their dental health .",positive
78039,You,will laugh,0,0,1,2,You will laugh as you find yourself emotionally invested in the real people whose stories quickly unfold .,positive
78217,I,love,0,0,1,1,I love having this on DVD and being able to watch it whenever I want to do so .,positive
78327,My dogs,love,0,1,2,2,My dogs love them,positive
78330,My dogs,love,0,1,2,2,My dogs love these .,positive
78372,i,love,0,0,1,1,"i love chocolate , but I think dove is slightly better .",not suitable
78379,I,love,0,0,1,1,I love Ecobee3 !,positive
78383,I,love,0,0,1,1,I love Ecobee3 !,positive
78393,I,love,2,2,6,6,Either way I got it and love it .,positive
78395,you,will love,5,5,6,7,Save your money to buy you will love it .,positive
78475,I,love,0,0,1,1,I love these things and have n't seen them in the store for ages .,positive
78483,It,stimulate,0,0,3,3,It seems to stimulate salivation .,not suitable
78590,an extra one,support,13,15,21,21,I have become sort of a charger snob and decided to pick up an extra one iwth my kindle fire to support quick charging it .,not suitable
78717,Who,Does n't Love,0,0,1,3,Who Does n't Love Hershey 's ?,not suitable
79294,I,love,0,0,1,1,I love this show .,positive
79366,I,love,0,0,1,1,I love them !,positive
79457,2 good sized dogs,LOVE,2,5,12,12,I have 2 good sized dogs ( 150 lbs combined ) that LOVE LOVE LOVE these .,positive
79457,150 lbs,LOVE,7,8,12,12,I have 2 good sized dogs ( 150 lbs combined ) that LOVE LOVE LOVE these .,positive
79541,people of a certain age,would enjoy,2,6,7,8,I think people of a certain age would enjoy it .,positive
79623,Any Mega Man,would love,13,15,16,17,"but i finally beat satifying .. great music , weapons , and more Any Mega Man would love :-)",not suitable
79876,I,love,0,0,1,1,I love them !,positive
79898,I,love,0,0,1,1,I love KitKat .  ,positive
79911,I,love,0,0,1,1,I love it !,positive
79942,a ruthless killer,achieve,23,25,40,40,"Carpenter quickly discovers that the fire at Ice Station Zebra was no accident ; among the surviving members of the Ice Station is a ruthless killer who will stop at nothing , including holding at risk the Dolphin , to achieve his mysterious purpose .",not suitable
79949,the wise reader,enjoy,10,12,16,16,"If parts of this novel seem a little contrived , the wise reader will relax and enjoy the ride .",positive
80110,it,refresh,8,8,10,10,"Zero has no alcohol , and I use it to refresh my mouth several times a day .",positive
80208,is n't going to be the kind of film,win,4,12,14,14,"2 DAYS IN PARIS is n't going to be the kind of film to win any Oscars ; its subject - matter is a familiar one ( the American floundering in a foreign culture ) , and the conclusion equally predictable .",not suitable
80245,you,learn,5,5,6,6,I really like it when you learn something new about another country .,positive
80320,I,love,0,0,1,1,I love this stuff .,positive
80679,I,love,0,0,1,1,I love the game,positive
80682,I,love,0,0,1,1,I love the game .,positive
80839,the raw emotions,elevate,4,6,8,8,"Still , it 's the raw emotions that elevate "" Deep Impact "" above its genre , not just the technical stuff .",not suitable
80839,the technical stuff,elevate,19,21,8,8,"Still , it 's the raw emotions that elevate "" Deep Impact "" above its genre , not just the technical stuff .",not suitable
80853,they,love,27,27,28,28,"No melodramatics , no macho heroism , just someone injecting a sense of humor into a shared fate she has accepted as necessary to save the people they love .",not suitable
80870,We,love,0,0,1,1,We love Jellycat bunnies,not suitable
80873,We,love,0,0,1,1,We love Jellycat bunnies .,not suitable
80884,dog,love,0,0,3,3,dog and owner love,not suitable
80884,owner,love,2,2,3,3,dog and owner love,not suitable
80970,action movies,should aspire,3,4,5,6,THIS is what action movies should aspire to .,positive
81092,I,love,0,0,1,1,I love these cards for my camera .,positive
81200,I,love,1,1,2,2,"

 I love them",positive
81568,Some,love,0,0,1,1,"Some love it , some hate it .",not suitable
81569,those,love,6,6,8,8,I happen to be one of those that love it .,not suitable
81769,My kids,love,0,1,2,2,My kids love it .,positive
82129,I,would love,0,0,2,3,"I still would love to see a small bag of some sort to put all the cords , plugs , and such needed when you travel .",not suitable
82198,I,love,8,8,9,9,I absolutely loved this story but then again I love brothers best friend stories and this one did not disappoint .,positive
82330,me,laugh,40,40,41,41,"The author near the end of the book wrote the word "" bum "" to describe our girl 's butt , or behind and when reading that in the middle of what is to be a steamy part it made me laugh , it just was so out of place for me .",not suitable
82553,We,love,0,0,6,6,We have 3 of these and love them !  ,positive
82659,I,win,9,9,10,10,I create teams and play seasons with them until I win the Super Bowl ! !,not suitable
82893,I,love,0,0,2,2,I absolutely love this disc .,positive
82907,little arms,love,27,28,36,36,"You know , I thought these would be soft and sweet for my children at Easter , but I had NO IDEA how perfect they were for little arms to hug , drag around , and love .",not suitable
82912,they,would love,12,12,13,14,* So * glad I forked over the money and got something they would love long term and not something that did n't feel as nice which would have been forgotten within a week .,not suitable
82943,I,love,0,0,1,1,I love Paris and had hoped to see some humor and some great shots of Paris .,positive
83058,the sea life,adore,5,7,9,9,You can tell some of the sea life really adore the camera and show off for it .,not suitable
83576,I,love,0,0,1,1,"I love it , it 's perfect , exactly what I was looking for ! !",positive
83692,They,love,0,0,1,1,They love this so much they could n't share it .,positive
84037,I,love,0,0,1,1,"I love how soft and comfy these socks are , i m ordering another pair tomorrow",positive
84080,I,enjoy,0,0,2,2,I really enjoy the cinnamon the best .,positive
84223,I,love,0,0,1,1,I love this story I really wished it was longer and I hate that it did n't say what happened to her sister and tank and the ending was to quick but it has great characters and a wonderful story line it was a great read,not suitable
84336,My dogs,love,0,1,2,2,My dogs love this .,positive
84618,I,love,1,1,2,2,"But I love the scope , I do n't know why poeple say that it 's a cheap scope the scope it self is really good .",positive
84743,I,love,0,0,1,1,I love all of Cat 's books but in no way did I expect this one to affect me like Solitude did .,not suitable
84749,who,could n't love,1,1,2,4,And who could n't love Mitch ?,not suitable
84848,they,love,18,18,19,19,"I ca n't play a lit if cds in the car with my children , but this one they love ! ! !",not suitable
84917,I,enjoy,0,0,2,2,I immensely enjoy Lawhead 's writing style .,not suitable
85012,God,bless,5,5,6,6,Keep up great work and God bless .,positive
85161,Who,does n't love,0,0,1,3,Who does n't love Indiana Jones .,not suitable
85185,I,would love,22,22,23,24,I had seen it prior to purchasing it and knew I had to add it to my collection because this was one I would love to watch over and over again .,not suitable
85287,My old eyes,do n't enjoy,0,2,3,5,My old eyes do n't enjoy being strained to look for objects but I did play all the games .,not suitable
85380,I,appreciate,4,4,5,5,They worked perfectly and I appreciate the locking mechanism on the wheels .,positive
85448,I,love,0,0,1,1,I love Colt !,positive
85469,I,love,1,1,2,2,What I love about British actors is their quiet professionalism .,positive
85706,I,love,0,0,2,2,I absolutely love it I have 4 large size dogs Goldens and ...,not suitable
85709,I,love,0,0,2,2,"I absolutely love it 
",positive
85770,I,love,4,4,5,5,"But as much as I love scorching hot sex scenes , it takes much more to make a book great , and this book had greatness in spades : a flowing , well - paced story with the perfect blend of anxiety and drama , romance and hotness ; two characters that were well developed , deep , and relatable ; and of course an easy author voice that faded into the background as the story took centre stage .",not suitable
85802,I,love,0,0,1,1,I love this bed,positive
85806,I,love,0,0,1,1,I love this bed .,positive
85923,I,did enjoy,0,0,1,2,I did enjoy reading about the island of Martinique .,positive
86032,I,could never aspire,0,0,1,3,I could never aspire to the kind of artistic achievement that he left us with and I do n't particularly want to become a musician .,not suitable
86125,I,adore,0,0,1,1,I adore authors in general and appreciate their work as I devour books on my Kindle .,positive
86125,I,appreciate,0,0,6,6,I adore authors in general and appreciate their work as I devour books on my Kindle .,positive
86151,I,love,0,0,1,1,I love the story line chosen .,positive
86344,I,love,0,0,1,1,I love this little hoop !,positive
86624,I,love,0,0,1,1,"I love , love , love this musical collage !",positive
86624,I,love,0,0,3,3,"I love , love , love this musical collage !",positive
86760,I,love,4,4,5,5,I have to say I love this group of books and the whole motorcycle club thing .,positive
87016,I,love,0,0,1,1,I love this product .,positive
87048,time to learn,learn,4,6,6,6,"Perhaps now it is time to learn what God can do with a man who knows the limits of his strength . "" 
",not suitable
87051,we ourselves,grow,15,16,17,17,"We witness years of futility in Succat 's life , and , in fact , we ourselves grow weary of his attempts to escape slavery and of the deceits he thrusts upon even those he claims to love .",
87053,I,appreciate,0,0,1,1,"I appreciate that all this brings Succat to a medieval mid - life crisis , but I would 've enjoyed seeing the working out of his newfound knowledge .",
87299,I,love,0,0,1,1,I love R 's commentary as he walks through the airport I laugh every time I watch that scene .,
87299,I,laugh,11,11,12,12,I love R 's commentary as he walks through the airport I laugh every time I watch that scene .,
87341,My sons,love,0,1,2,2,My sons love them,
87346,My sons,love,0,1,2,2,My sons love them .,
87419,the dogs,love,7,8,10,10,It is easy to put together and the dogs apsolutly love it .,
87546,We,enjoy,0,0,2,2,We really enjoy it .,
87648,I,love,0,0,1,1,I love how Selia has grown as a person .,
87653,I,love,0,0,1,1,I love the historical nature of this story and marvel at the research that must have gone into this book .,
87662,They,grow,0,0,1,1,They grow and learn just like real people do .,
87662,They,learn,0,0,3,3,They grow and learn just like real people do .,
87663,I,love,0,0,1,1,"I love how the women are portrayed , but all these characters seem real to me , even the men .",
87717,the changes,will revitalize,27,28,34,35,"Factories are closed down and other businesses are on their way out , nothing is surviving there and Colt is disheartened by what he sees and knows the changes that he has in mind will revitalize the town and put people back to work .",
87738,I,love,0,0,1,1,"I love the way she writes her characters they are strong , soft , smart but frustrating , sexy and tender .  ",
87844,I,love,0,0,1,1,I love the shoes but ALWAYS buy a half size smaller ...,
87847,I,love,0,0,1,1,I love the shoes but ALWAYS buy a half size smaller than my foot size .,
87928,I,love,0,0,2,2,"I just love Kate Winslet , I have all her films",
87940,a character,learn,6,7,8,8,It is a good to see a character learn how to stand and stop running .,
88000,kids,love,0,0,1,1,kids love this movie,
88137,I,love,0,0,1,1,I love this little thing !,
88201,You,'ll enjoy,0,0,1,2,You 'll enjoy it just for it 's riveting story line even if you 're not !,
88211,I,love,0,0,1,1,"I love it , works great and best part is you do not need to use the screws to test a drive .",
88419,Our dogs,love,0,1,2,2,Our dogs love these beds,
88422,my dogs,love,7,8,9,9,These beds are great and all of my dogs love them .,
88426,I,appreciate,0,0,2,2,I really appreciate that I can replace the fabric because the frame is still in great shape .,
88801,I,admire,14,14,15,15,I enjoyed reading it and feel a little closer to the man whose music I admire .,
89048,he,will love,38,38,39,40,"I bought these for my son to have for Christmas , so he obviously has n't seen or played with them yet , but considering he ( 3 years ) is a big dino fan I 'm sure he will love them .",
89177,they,learn,14,14,15,15,Will any of this expedition make it back to tell any of the secrets they learn ?,
89193,I,love,6,6,7,7,"And can I just say , I love that they are bringing all three books in the trilogy out this year ? !",
89203,4 sons,love,0,1,2,2,4 sons love it,
89432,Our dogs,love,0,1,2,2,Our dogs love this bed !,
89486,The good guys,win,0,2,3,3,The good guys win most of the time .,
89588,I,did enjoy,1,1,2,3,But I did enjoy it .,
89616,My coons,love,0,1,2,2,My coons love it .,
89619,My coons,love,0,1,2,2,My coons love it .,
89776,My dogs,love,0,1,2,2,My dogs love it,
89780,I,love,0,0,1,1,I love that it sits off the ground .,
89912,OMG,love,0,0,2,2,OMG I love this series stars,
89912,I,love,1,1,2,2,OMG I love this series stars,
89916,I,love,1,1,2,2,OMG I love this series stars !,
89918,I,love,0,0,1,1,I love jackson 's protective nature of chase !,
89929,My husband,enjoy,0,1,4,4,My husband and I enjoy many old English stories shown on PBS .,
89929,I,enjoy,3,3,4,4,My husband and I enjoy many old English stories shown on PBS .,
90047,I,love,0,0,1,1,I love hidden object games and especially the Amazing Adventure series,
90050,I,love,0,0,1,1,I love hidden object games and especially the Amazing Adventure series .,
90056,others,love,7,7,9,9,I would highly recommend this game for others who love finding hidden objects and playing puzzles .,
90142,I,enjoy,12,12,13,13,I find Superintendent Battle is one of my favourite Christie characters but I enjoy all her books .,
90219,you,laugh,8,8,9,9,This is an enjoyable movie that will make you laugh .,
90698,I,love,0,0,1,1,I love this paranormal romance take on a beloved fairy tale .,
90699,me,laugh,2,2,3,3,It made me laugh and I really ca n't wait for the next one .,
90708,flowers,glow,4,4,6,6,"It also made want flowers that glow , shoes that never hurt and an underground bunker to play in .",
90711,I,love,0,0,1,1,I love it ! !,
90815,my granddaughters,will love,8,9,10,11,"Perfect , brilliant , favorite colors just as my granddaughters will love them with their new Kindle Fires .",
90822,they,enjoy,7,7,8,8,I am now enjoying my birds as they enjoy suet ' untampered ' by raccoons,
90869,I,love,0,0,2,2,I absolutely love the protection this case offers .,
91035,I,love,18,18,20,20,Watching it on my tv screen may not have that same effect that it had in the theaters I thoroughly love watching it nevertheless .,
91038,I,love,1,1,2,2,"What I love about "" The Return of the Jedi "" is the emotional resonance between Luke Skywalker and his father Anakin Skywalker or Darth Vader .",
91157,We,love,0,0,1,1,We love this movie .,
91371,what,support,4,4,8,8,"This stand was just what I needed to support my bike fully loaded with a rack pack , extra bottles , and more .",
91627,anyone,can anyone achieve,2,2,1,3,How can anyone achieve any kind of relationship when nobody shares what is going one in their lives .,
91713,I,love,0,0,2,2,I particularly love the little storage bag attached .,
91746,you,enjoy,1,1,2,2,If you enjoy her other books you 'll enjoy this one as well .,
91746,you,'ll enjoy,6,6,7,8,If you enjoy her other books you 'll enjoy this one as well .,
91782,you,love,1,1,2,2,If you love REAL rock,
91786,you,love,1,1,2,2,"If you love REAL rock , you will enjoy this album and this band .",
91786,you,will enjoy,6,6,7,8,"If you love REAL rock , you will enjoy this album and this band .",
91833,I,love,0,0,1,1,I love my Clarks desert boots,
91839,I,love,0,0,1,1,I love my Clarks desert boots .,
91917,my husband,enjoy,9,10,13,13,This is one of many Pop Cap games that my husband & I enjoy playing ... especially in the long days of Winter !,
91917,I,enjoy,12,12,13,13,This is one of many Pop Cap games that my husband & I enjoy playing ... especially in the long days of Winter !,
92341,you,love,9,9,10,10,"Bottomline , this is a great book - if you love or respect Johnny Cash , this is a must read !",
92475,I,did very much enjoy,24,24,25,28,"The story did have some slow parts , and I did n't care for the way Christians and Jesus were portrayed , but overall I did very much enjoy the story .",
92746,us,laugh,8,8,9,9,"Mantan Mooreland 's "" Birmingham Brown "" made us laugh and we even worked up his famous routine that finished each other sentences!&nbsp;<a data - hook=""product - link - linked "" class=""a - link - normal """,
92762,me,laugh,7,7,8,8,"Mantan and Steppin Fetchit not only made me laugh , but showed me the warmth and humor of blacks that I could n't get in daily life .",
92766,I,love,0,0,1,1,"I love the characters and the movies as good , clean , family entertainment .",
93068,I,love,0,0,1,1,I love these lights !  ,
93435,my son,did love,2,3,4,5,"But , my son did love & enjoy the mix of romance & battles with Dragons that he enjoyed the movie .",
93435,my son,enjoy,2,3,7,7,"But , my son did love & enjoy the mix of romance & battles with Dragons that he enjoyed the movie .",
93657,My grandson,will love,0,1,2,3,My grandson will love .,
93709,I,love,0,0,1,1,I love to be wrong because it means I have something to learn .,
93709,I,learn,8,8,12,12,I love to be wrong because it means I have something to learn .,
93763,I,love,7,7,8,8,"As I said in the beginning , I love to be wrong .",
93811,He,love,0,0,3,3,He really really love it .,
93910,God,may God shine,3,3,2,4,"Well , may God shine on him , as Johnny had a deep spiritual sense and as he sang his more spiritual songs , he seemed to be so much at peace ... he could have saved himself , his wives and his friends who saw John as a different man than he saw as he shaved , every third morning , or so .",
94048,I,love,0,0,1,1,I love the material that 's used and how it has a pocket so I can fold it into itself .,
94173,I,love,9,9,10,10,... Houston Texas had to get the album and I love it .,
94176,I,love,10,10,11,11,Zro a Houston Texas had to get the album and I love it .,
94219,I,love,0,0,2,2,"I really love what was done with this game ... the graphics , the scenery , the humor , the challenge are all top notch .",
94318,I,grow,2,2,3,3,"Perhaps as I grow ever closer , a film such as this might act as an inspiration .",
94473,I,love,0,0,1,1,I love this stand,
94519,I,love,0,0,2,2,I absolutely love the Clarks Desert boots,
94522,I,love,0,0,2,2,I absolutely love the Clarks Desert boots .,
94673,We,love,0,0,1,1,We love them .,
94766,I,love,0,0,1,1,I love this CD,
94770,I,love,0,0,1,1,I love this CD ! !,
94817,I,love,7,7,8,8,Joseph Talluto is a fantastic writer and I love his characters .,
94859,I,love,7,7,8,8,"This is still a decent CD and I love the remix of Mary Jane , and the use of real instruments and not samples on the track .",
94871,you,laugh,25,25,26,26,"If you 're looking for an evening of good old fashion entertainer with plot twists and suspense without the gore , Charlie Chan movies make you laugh and enjoy as the detective "" ponders "" and "" solves "" each crime episode .",
94871,you,enjoy,25,25,28,28,"If you 're looking for an evening of good old fashion entertainer with plot twists and suspense without the gore , Charlie Chan movies make you laugh and enjoy as the detective "" ponders "" and "" solves "" each crime episode .",
94872,the entire family,enjoy,5,7,12,12,It 's honest entertainment that the entire family can sit down and enjoy !,
94898,I,did enjoy,4,4,6,7,"Aside from that , I really did enjoy reading about a time in history for which there is n't a ton of information .",
94965,you,'ll enjoy,4,4,5,6,Good music and characters you 'll enjoy watching,
95013,I,love,0,0,1,1,I love these !,
95030,I,love,0,0,1,1,"I love the subject matter of this series - and in its exploration of the subject ,   Noein really stepped outside the boundaries of many anime series .",
95374,I,love,0,0,1,1,I love these boots !,
95868,Anyone,will love,0,0,4,5,Anyone enthralled by history will love this .,
96074,you,enjoy,13,13,14,14,"The "" frame "" around the protector is all white and let 's you enjoy the best of both worlds without having to own both a black and a white iPad2 !",
96085,I,enjoy,0,0,2,2,I really enjoy the Viking stories and this was a good one .,
96139,my son,will love,21,22,23,24,I 'm giving these an extra star because they came with a page of factoids on each dinosaur and I know my son will love those when he 's old enough .,
96140,he,will love,8,8,9,10,"Once the smell is gone from these , he will love them .",
96141,these,love,11,11,7,7,"If he was n't two and in love with everything , these would go straight back for being total junk .",
96256,those,enjoy,10,10,12,12,"

 I recommend this book to Agatha Christie readers and those who enjoy spy / mystery novels .",
96558,the guys,will enjoy,26,27,28,29,The new Ipod or Ibabe is ridiculous and the leprechaun s * * * with Sean William Scott & Johnny Knoxville is funny i 'm sure the guys will enjoy it .,
96559,you,will laugh,13,13,14,15,"This is a comedy that does not let up on the hilarity , you will laugh for the length of the movie .",
96707,you,'ll enjoy,5,5,6,7,"Please read the book , you 'll enjoy that kind of front porch storytelling .",
96729,I,Love,0,0,1,1,I Love it .,
96844,The feelings,grow,0,1,4,4,The feelings begin to grow and develop into more .,
97175,I,love,20,20,21,21,"I had to order the parts to make the shelf I wanted , but they all fit together great and I love my shelf !",
97206,I,love,11,11,12,12,Mali Music has always been one of those rare artists that I love .,
97427,I,enjoy,5,5,6,6,I have to say that I enjoy him a little bit better when not filtered through a ghost writer .,
97442,you,may well enjoy,5,5,6,8,"But if you are , you may well enjoy it .",
97668,you,appreciate,1,1,8,8,"If you like music of any type , appreciate fine acting and have a sense of humor , it 's a must !",
97755,Dragon Wars,will never win,0,1,2,4,Dragon Wars will never win a Best Movie awards or anything of the like .,
